Timestamp,Minute,Game Phase,Post,Post Size,Score,Notes,Highlight?,Status
8/29/2026 21:05:58,64,2nd Half,Hernández playing as LB now.,28,,,,
8/29/2026 21:06:44,65,2nd Half,Goodwin dribbles with imunity towards the 18.  He takes a shot.  Gill sticks a foot behind him for the block.  out for a corner,127,,,,
8/29/2026 21:07:28,66,2nd Half,Atlanta making another sub - Dolvo coming,41,,1st team debut,,
8/29/2026 21:10:30,69,2nd Half,Atlanta cannot get the ball out of the 18.  backs against the ball.  Charlotte having fun,89,,,,
8/29/2026 21:11:01,70,2nd Half,"Atlanta sub:
on: Dovlo
off: Almirón",35,,,,
8/29/2026 21:12:13,71,2nd Half,"Charlotte attack, Hernández takes down Toklomati in the box.  No call.  Hernández comes out slightly limping.  Looked knee ot knee",130,,,,
8/29/2026 21:14:36,73,2nd Half,"Miranchuk sends the ball up the left wing to Dovlo.  He gets a cross in, but Charlotte have denders in",102,,,,
8/29/2026 21:15:15,74,2nd Half,Santos trips over Ream and goes down off the ball.,50,,,,
8/29/2026 21:16:03,75,2nd Half,"Dovlo with the ball runs forward.  Charlotte player in his way.  He stops the ball, turns around, and gets a pass off.  It was too far, but a pretty turn and heads up play",171,,,,
8/29/2026 21:17:38,76,2nd Half,"Saint-Maximin and Diani wide open on the left.  Charlotte easily get a ball to them.  Miranchuk with absolutely no pressure.  He looks like he either can't be bothered, or has no energy",185,,,,
8/29/2026 21:17:42,76,2nd Half,Charlotte makes 3 subs,22,,,,
8/29/2026 21:18:46,77,2nd Half,"Santos tries to get the ball up the wing, slips on the ball.  Has to send it backwards",86,,,,
8/29/2026 21:20:30,79,2nd Half,"back and forth ball between Miranchuk and Alzate. Miranchuk sends a cross in.  Alzate can't get a tap on it.  He was in promising position. 
Miranchuk attemps a one-touch left footed shot.  He blasts it skimming over the post to oohs from the crowd.  Had the keeper beaten",272,,,,
8/29/2026 21:22:21,81,2nd Half,Atlanta's formation has been better since the 5 subs.  still can't get a shot off.,82,,,,
8/29/2026 21:23:13,82,2nd Half,Charlotte breaks.  Charlotte player runnning onto goal.  Gill blocks a ball.  Goodwin comes running on for the loose ball.  Gill with another block!  Really nice heads-up play,175,,,,
8/29/2026 21:23:31,82,2nd Half,Gill with a shot from outside the corner of the 18.  Forces a save 🧤.  Gill is making his case to start every game,115,,,,
8/29/2026 21:24:41,83,2nd Half,Dovlo looking strong on the wing,32,,,,
8/29/2026 21:25:30,84,2nd Half,Charlotte sub,13,,,,
8/29/2026 21:26:33,85,2nd Half,Charlotte breaks but immediately taken down by Gill.  He earns a 🟨.,68,,,,
8/29/2026 21:28:00,87,2nd Half,"Alzate sends a ball to Jacob.  Sends a floating cross, but behind the runner.  again",84,,,,
8/29/2026 21:29:10,88,2nd Half,Sanchez with a nice dance to send to Dovlo.  Ball is sent quickly in.  Comes to Jacob.  He cannot find a target.  Tries a shot.  Blocked.  Santos tries a shot and it bounces off a Charlotte defender,198,,Atlanta have no luck and cannot find their own players,,
8/29/2026 21:31:06,90,2nd Half,"Charlotte running in numbers.  Right winger with the ball.  Sends a cross in.  Díaz with an awkward movement is able to clear it.  Nice block.  He's got the worse of it, but did what he had to do.",196,,,,
8/29/2026 21:31:52,90,2nd Half,"ALl kinds of danger in the box.  Jacob tires a cleraance, skies it straight up.  really high.  still up there.  it comes back down nearly on top of him.  Charlotte curls around Hoyos and sends it in.
But the Ref indicates offsides.   A comedy of errors in which neither team can do what they want to do.",303,,,,
8/29/2026 21:31:55,90,2nd Half,6' stoppage,11,,,,
8/29/2026 21:33:23,92,2nd Half,"Charlotte fans singing ""na na na nah hey hey hey, goodbye""",58,,Amaro's visa has been approved,,
8/29/2026 21:35:55,94,2nd Half,"Gill with a run up the pitch, dances over Charlotte who sticks a leg in and he keeps going.  Passes to Santos, sends it out wide to Dovlo.  Good movement",153,,,,
8/29/2026 21:36:45,95,2nd Half,Alonso is acting as the right winger.  Sends a cross in,55,,,,
8/29/2026 21:38:00,97,2nd Half,Charlotte break - should have scored.  Díaz is able to run out of nowhere to strip the ball off the runner.  THis was inside the 18.,132,,,,
8/29/2026 21:38:02,,Final Whistle,stop,4,,,,
8/29/2026 21:39:12,,Post-Game,Santos and Jacob look to be arguing at the circle,49,,,,
8/29/2026 21:40:04,,Post-Game,The benz clears out quickly.  The fans have seen enough,55,,,,
8/29/2026 21:40:19,,Post-Game,Atlanta at least go over the supporter's section and thanks the remaining fans,78,,,,
8/29/2026 21:40:47,,Post-Game,Charlotte players salute their fans who have been loud nad active throughout,76,,,,
8/29/2026 21:41:02,,Post-Game,"Player Impressions:
Hoyos - nothing outstanding in this half.  couldn't stop the goal.  Charlotte with only 1 shot on target this half
Jacob - a wasteful night.  was clearly pushed up the pitch.  BUt provided nothing in attack.  His crosses hurt the team more than they helped
Díaz - some real intelligent play in defense.  works very hard and already seems to care deeply.  He wasn't able to connect with the midfield to start counters.
Alonso - ineffective due to his and Charlotte's speed difference
Edwards - good not great.  Which puts him as the best defender as he was providing output up the pitch
Sanchez - had a few moments, but it wasn't his best game.  kept quiet by Charlotte
Reilly - Seems to have hit his level.  Gill is clearly the bettter midfielder.  He may have seen his last game for a while
Muyumba - gave away several balls.  had maybe one shot.  
Miranchuk - Frustrating to watch him tonight.  Had some bad plays and looked out of sorts.  He seemed out of gas which is odd as they had the full week off
Picault - another quiet game.  Charlotte knew how to mark him.  He kept going deeper and deeper to get involved.  Couldn't get the ball to connect with the front line.
Almirón - This was the Miguel of prior to the world cup.  Slow, inefective crosses.  uninspiring.  
Gill - A vast improvement in midfield. Able to read the ball movement really well.  It's difficult to get a ball past him.
Hernández - called in with little notice and put into his unnatural position.  couldn't cope with the Charlotte winger, but no one could
Alzate - brought in to try and stabilize midfield.  wasn't able to, and looked clumsy in attack
Santos - The only positive thing I remember were two side footed flicks out to the wing.  Otherwise, easily knocked off the ball, to the ground.  Even slipped.
Dovlo - a positive debut.  Looked hungry and got in some crosses.  Increased the quality of attack.",1909,,,,
