Timestamp,Minute,Game Phase,Post,Post Size,Score,Notes,Highlight?,Status
5/24/2026 18:40:58,68,2nd Half,"Columbus subs:
off: Habroune, Arfsten, Moreira
on: Chambost, Cheberko, Thiaré",77,,,,
5/24/2026 18:40:58,68,2nd Half,"Atlanta sub:
off: Saba
on: Santos",33,,,,
5/24/2026 18:43:23,71,2nd Half,"Santos dribbles the ball back, takes a crack.  Crew saves.",58,,,,
5/24/2026 18:45:37,73,2nd Half,Atlanta showing better movement in the final third.  It is owed more to Columbus than Atlanta.,94,,,,
5/24/2026 18:47:56,75,2nd Half,Almirón knocked to the ground easily.  But earns a free kick.,61,,,,
5/24/2026 18:48:48,76,2nd Half,Mihaj trying to chase down balls as a right winger,50,,,,
5/24/2026 18:49:33,77,2nd Half,Jacob sends in a cross.  Muyumba hits it over,45,,,,
5/24/2026 18:49:55,77,2nd Half,"Columbus sub:
off: Farsi
on: Herrera",36,,,,
5/24/2026 18:51:23,79,2nd Half,"Floater comes center for Santos.  He doesn't get it, but then fights his way to get the ball and get it into the box.",117,,,,
5/24/2026 18:52:47,80,2nd Half,"Santos goes down after a play, grabbing his face.  He ran into the back of a Crew player.",89,,,,
5/24/2026 18:53:01,80,2nd Half,"Columbus sub:
off: Bangoura
on: Sejdić - former ATLUTD player",61,,,,
5/24/2026 18:55:15,83,2nd Half,"Bangoura took too long to get off the pitch, and Sejdić has to wait.  Players on the Crew bench are yelling at Bangoura.",120,,,,
5/24/2026 18:56:01,83,2nd Half,Miguel long forward pass to Báez who sends it in for a cross.  Santos comes close but the keepr clears it.,106,,,,
5/24/2026 18:56:23,84,2nd Half,Sejdić now enters the game.,27,,,,
5/24/2026 18:56:53,84,2nd Half,Gomes takes down Miranchuk.,27,,,,
5/24/2026 18:57:21,85,2nd Half,The game has tilted in Atlanta's favor.  BUt Atlanta don't look ay closer to scoring.,85,,,,
5/24/2026 19:00:30,88,2nd Half,Crew explode down the left.  Hoyos is pulled all the way to the 18 when there were better defensive choices.  Atlanta manage to suffocate the ball and clear.,157,,,,
5/24/2026 19:01:48,89,2nd Half,Crew go right.  Herrera dribbles freely and shoots high left.,61,,,,
5/24/2026 19:02:37,90,2nd Half,Crew go left.  Mihaj tries to stop him by going to ground and is easily bypassed.,81,,,,
5/24/2026 19:02:48,90,2nd Half,4' stoppage,11,,,,
5/24/2026 19:04:13,92,2nd Half,"Jacob goes into a hard tackle.  He still shows Sejdić down.  Tempers flare.  Jacob sees 🟨.
Just prior Mihaj slid into a hard tackle.  He saw 🟨 for it.",152,,,,
5/24/2026 19:06:09,94,2nd Half,Camacho sees 🟨 for something.,30,,,,
5/24/2026 19:06:14,94,2nd Half,Muyumba sees 🟨.  He knocks a player over from behind.,54,,,,
5/24/2026 19:06:49,94,2nd Half,Jacob will miss the next match for accumulation.,48,,,,
5/24/2026 19:07:30,,Final Whistle,stop,4,,,,
5/24/2026 19:10:18,,Post-Game,"An awful performance in the 1st half.
The 2nd half, if it were a full game - A better performance.  But still not enough to win.",128,,,,
5/24/2026 19:16:00,,Post-Game,"Player Impressions:
Hoyos - Pulled out of shape, slow reactions.   Poor impressions, didn't offer much redemption.
Báez - cannot see what he's bringing to the match.  poor on defense.  cannot connect on offense
Berrocal - best of a bad backline
Mihaj - remember when he was good, those were a fun couple of games.  No more.
Jacob - turning into a liability.  No longer good on offense.  Dangerous on defense
Brennan - really had to perform at his best.  didn't.
Muyumba - out of his depth tonight.
Sanchez - a rough outing.  Didn't have his aggressiveness.  weak positionally
Fortune - the most dangerous player in attack, but still didn't threaten
Miranchuk - neither good nor bad.  just average
Saba - didn't have his normal speed or one-on-ones.  
Almirón - came on with energy, tried to spruse up the team.  Faded quickly
Santos - had a few moments on attack which showed promise.  Not at the MLS level.",907,,,,
5/24/2026 19:24:01,,Post-Game,"Changes in the team during the transfer window
Hoyos - He can stay and see out the year.  Absolutely don't extend his contract
Báez - He'd be a backup to someone better.  See Amador.
Berrocal - backup at best.  
Mihaj - backup at best
Jacob - He's trending in the wrong direciton.
Brennan - his time with Atlanta is up.  He'll be moved to USL
Muyumba - see out the contract, but don't renew
Sanchez - keep him, but he's not currently MLS quality. Too inconsistent
Fortune - keep him, get on a decent contract so he doesn't want to leave
Miranchuk - sell if anyone will take him
Saba - allow him to leave
Almirón - he can't be sold.  transition him to a 2nd half sub
Hibbert - if the coach doesn't trust him - send him on loan to see minutes
Edwards - needs consistent minutes, but doubting his mls quality
Amador - the better option to start
Hernández - 
Gregersen - the best of current CB options.  I don't trust he'll stay healthy.
Reilly - needs to see minutes to improve
Togashi - the team doesn't rate him - move him on
Latte Lath - buy out",1045,,,,
5/24/2026 19:28:53,,Post-Game,"Atlanta was the better team in the 2nd half of the 2nd half.  But - it was only because Columbus let off the gas.  They had no reason to worry.
Atlanta were taking shots, but none threatening.",192,,,,
