Timestamp,Minute,Game Phase,Post,Post Size,Score,Notes,Highlight?,Status
9/12/2026 21:31:35,71,2nd Half,"Mihaj pases up to Miranchuk, but it's too far.  Muyumba tries to get there.  Straud also tries to get the ball, and ends up knocking Muyumba down from behind.  Straud ses 🟨 for the hard foul.",192,,,,
9/12/2026 21:32:16,72,2nd Half,Mihaj really nice cross to Edwards.  Atlanta pinballing the ball around.  Nearly all attacking players touching it multiple times,129,,,,
9/12/2026 21:33:54,74,2nd Half,"Gill takes a crack, it's blocked and starts a D.C. counter.  Gill tracks the runner all the way back to the 18.  Tremendous method of blocking the runner without touching him.
They head central.  Mihaj rushes forward and strips the ball away.  Very nice move.  He's fouled in the process.",288,,,,
9/12/2026 21:34:03,74,2nd Half,"Atlanta sub:
in:  Picault
out: Almirón",38,,,,
9/12/2026 21:35:18,75,2nd Half,"Poor decision making from Embolo.  He works hard to keept the ball and cross central.  It's blocked and he attacks again.  He retrieves it, goes around his mark.  He has an opportunity to shoot with his left, instead tries a cross to Muyumba or Picault.  They're behind multiple D.C. players.  No way the pass was going to make it.  He should have taken a shot.",361,,,,
9/12/2026 21:40:00,80,2nd Half,"Picault running down the left.  A couple of stepover gets into the corner.  He sends a ball in but no one is there.
After the play,  Embolo raises his hand to apologize when Picault was questioning him.  Embolo was late to start his run.",237,,,,
9/12/2026 21:40:09,80,2nd Half,"Embolo bike attempt!!!   It goes off the post!
Off the corner, the ball pinballs around the box.  Embolo on the post runs back and tries the bike.  The ball goes off the post.  wow!
But he's called off so it wouldn't have counted.",230,,,,
9/12/2026 21:41:43,81,2nd Half,"D.C. sub:
in: Markovic
out: Dozzell",35,,,,
9/12/2026 21:42:58,83,2nd Half,"D.C. throw-in.  Just as the ball reaches Peltola, Embolo charges from behind, and roughly knocks him to the ground with his chest.  Foul, could have been 🟨.",157,,,,
9/12/2026 21:44:39,84,2nd Half,high ball up to Embolo.  Sends it wide to Sanchez.  One touch cross bounces across the box towards Picault.  D.C. cut it off,124,,"The 1st half was real slow.
The 2nd has been much, much better from atlanta.  But we're heading to a 0-0 draw",,
9/12/2026 21:46:37,86,2nd Half,"Miranchuk with a sudden crack through defenders.  Sean Johnson with the save 🧤.  I didn't expect the shot, but glad to see it",126,,,,
9/12/2026 21:46:53,86,2nd Half,"Atlanta sub:
in:  Brennan
out: Sanchez",38,,,,
9/12/2026 21:47:39,87,2nd Half,Miranchuk is much more involved in attack now,45,,,,
9/12/2026 21:47:58,88,2nd Half,Atlanta in full control of the game here.,41,,,,
9/12/2026 21:48:36,88,2nd Half,Gill with fancy footwork.  Dances through 3 players to get the ball up,70,,,,
9/12/2026 21:49:00,89,2nd Half,"D.C. sub:
in:  Kijima
out: Munteanu",35,,,,
9/12/2026 21:50:25,90,2nd Half,Gill beautiful long ball up to Brennan.,39,,,,
9/12/2026 21:50:30,90,2nd Half,3' stoppage,11,,,,
9/12/2026 21:51:13,91,2nd Half,"Miranchuk swtich to Báez.  to Muyumba.  swtich to Edwards.  to Miranchuk, he runs up.  Passes too high to Brennan.  He manages to get the ball and send towards goal.  out for a corner",183,,,,
9/12/2026 21:52:08,92,2nd Half,Atlanta sending crosses into the box.  Trying anything now.,59,,,,
9/12/2026 21:52:48,92,2nd Half,Mihaj perfect long ball to edwards in the corner,48,,,,
9/12/2026 21:53:23,93,2nd Half,Kijima breaks.  Gill strips him of the ball at midfield.  pretty.,65,,Gill needs to shot,,
9/12/2026 21:54:04,94,2nd Half,"Gill into the box, ball is pinballing.  Chaos!  Luke Brennan header at the 6, off the post!  
He's inches away from the winner",126,0-0,,,
9/12/2026 21:54:09,,Final Whistle,stop,4,,,,
9/12/2026 21:55:36,,Post-Game,"Atlanta were the better team, and absolutely should have won this game.  Unable to get the final ball on target.",112,,,,
9/12/2026 22:03:51,,Post-Game,"Player Impressions:
Hoyos - D.C. didn't really do much in the 2nd half.  He didn't have much to do.  Didn't have to make an official save 🧤 🧤.
Báez - very good performance.  Great attacking movement.  Constantly getting open.  Sending in quality crosses.
Alonso - Long balls were looking pretty.  Surprised he was subbed off.
Mihaj - great game.  Making his case again to start.  Fast and reading the ball well
Jacob - a better performance.  Needs to stop trying for goal, and concentrate on better crosses
Fortune - the rust is starting to come off.  Much better perfromance this week.  can be doing more
Amaro - can't really find a fault in his performance. Enjoying his play.  
Sanchez - I think his play depends on who's next to him.  His play goes up with better midfielders
Almirón - I'm of two minds here.  the 1st half, he played too deep.  Pushed up higher in the 2nd.  Much better higher.  Getting open, good distribution, making runs.  But should have put more balls on target.  He should have scored. 
Miranchuk - Didn't make an impact in the 1st half.  The 2nd half is what we need from him.  Great movement and distribution.  It conincides with him moving more central.
Embolo - not a good performance.  He was constantly double marked, and he starting playing deeper as a result.  But too often, he played as a CAM rather than a striker.  His decision not to follow Picault in a run prevented a golden opportunity

subs:
Edwards - He raised Atlanta's attack on the right.  he's getting better in getting the ball up and across
Gill - He has the potential for something special.  I want him to start.  He read the ball very well.  Passes well.  But he's great under pressure on both attack and defense.  He doesn't just keep the ball, he is not afraid to try tricks. And they're working.
Muyumba - I liked what I saw from him tonight.  A chaotic hard worker.  Is able to get the ball higher when he's not under pressure
Picault - just a couple of good runs.  Otherwise, didn't provide much of an impact
Brennan - oh so close to the winner.  Made a good impact when he came on.  DIdn't have enough time.",2118,,,,
